Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class,Name,Category,Description
234794,0.271680,-2.100767,-1.507659,0.456595,1.168154,0.458106,-0.549552,-0.049575,1.066077,0.105273,-1.506079,0.067583,-0.405728,0.950544,1.130501,-0.537492,1.437036,0.552574,-0.418612,1.090470,-1.217959,-0.838101,-0.755295,-0.321827,-0.152491,-0.684418,-0.161312,-0.825233,9.68,0,Uber,Travel,
234868,0.538510,0.470536,0.283138,0.806981,-0.976713,1.994403,1.463123,-0.463677,1.826527,1.645908,-1.220828,1.275270,-0.680912,-1.581172,0.207746,-0.679727,0.629515,-0.659265,0.000046,-1.770358,0.659602,-1.166526,0.380490,-0.205394,-1.346918,0.452927,-0.044291,-0.329505,1.88,0,Bunnings,Other,
234940,-0.699745,-1.448405,0.497290,-1.054770,-0.136279,-0.030446,-0.446125,-0.798587,-0.041089,-1.830980,0.176347,-0.689447,-0.704037,-0.800084,0.693941,-0.474807,0.427974,0.788260,0.501013,0.392559,-0.035520,-1.700410,-0.445486,-1.793301,-0.822080,0.191577,-1.033649,-0.508969,12.55,0,McDonald's,Food,POS terminal
234946,0.780954,0.366481,1.493252,-0.941099,0.276098,-1.147783,1.646734,-0.846154,0.841797,1.166083,0.504279,1.131283,-0.356117,-1.283468,-0.703678,-0.128367,1.104871,0.198343,0.936302,-0.996737,-1.150227,1.184301,-1.698091,-1.093864,1.241249,0.597782,-0.731608,-0.433260,27.92,0,LJ Hooker Rentals,Rent,
235007,-0.296747,-0.512600,-0.033626,0.149190,0.909664,1.286746,-0.163181,-0.247224,0.292711,-0.095253,0.289109,0.031911,0.618903,1.327512,1.187726,0.109531,1.901270,-3.154989,0.513084,0.837693,-0.139027,-1.601710,-1.519190,-1.372666,-0.240809,1.817353,0.661078,0.559528,65.39,0,Kmart,Other,
235113,-0.243634,-1.076534,0.253786,-0.348668,0.042415,0.932518,0.655767,0.083261,0.500410,0.251953,1.685379,-0.083243,0.295703,-0.122719,-0.070091,0.066917,1.611404,0.837958,-0.478600,1.180500,0.648434,0.062169,-0.830368,-0.200678,0.056968,0.313769,-0.065799,-0.099351,18.05,0,Officeworks,Other,
235506,1.655171,0.477205,-0.810930,-1.520737,1.474949,0.615915,0.311166,0.801978,-0.922487,0.321898,1.860103,-0.433337,1.032650,-1.082408,-1.184982,-0.698774,-0.571124,0.369187,-1.121609,0.571575,-0.189305,0.164892,-0.130545,0.902859,0.656436,0.652684,-0.144859,-0.789497,5.49,0,Virgin Australia,Travel,
235803,-2.087389,1.293707,-0.687540,-1.824643,-0.050873,0.552032,-1.271036,-0.018470,-0.841372,-1.683223,0.434884,-0.451219,-1.165151,-0.140368,-0.615785,1.585715,1.180823,0.396054,0.441004,-1.268880,-0.848692,-1.529146,0.138941,0.641592,0.916980,0.926828,-0.161972,-1.050096,21.67,0,LJ Hooker Rentals,Rent,Direct debit
235966,0.454935,0.990048,0.001627,-1.625399,-1.455301,0.785640,1.450829,0.488756,1.679014,1.535860,0.289636,-0.196825,0.160696,1.076641,-1.834797,0.816138,-0.658404,-0.231246,1.321259,0.560044,0.521862,-1.281470,-0.267526,-0.404484,-0.796344,-0.437721,0.722783,0.009649,207.45,0,Subway,Food,In-store payment
236409,0.918175,1.192011,-1.181216,0.769160,-1.000372,-0.849071,-0.042890,0.288381,1.570182,-1.493082,-0.189017,-1.176343,0.924421,-2.982217,0.554366,-0.769335,-0.623579,0.894963,1.261868,0.962432,0.308881,0.205018,0.219260,0.643013,0.671967,0.073228,1.857693,-1.130454,29.80,0,Airbnb,Travel,
236470,-0.562020,-1.463669,-0.189209,1.890107,-1.360370,1.354945,-0.323993,-0.207605,0.118704,-1.001745,0.881775,-0.189594,-1.749504,0.840653,0.292142,0.318566,-1.290754,-0.788846,1.341375,-0.081898,-0.489615,1.385016,-1.724071,-1.146054,1.049831,2.389184,-0.515777,0.220924,25.74,0,Telstra,Utilities,
236656,-0.579514,-0.495944,-0.546575,-1.431104,0.508610,0.933385,0.151567,1.288002,0.171828,-0.213328,0.026955,-1.990047,1.620661,-0.504915,0.607508,1.985875,-0.669698,2.016504,-1.251904,0.457578,0.212391,-0.173819,-1.350122,-0.222303,-2.158431,-0.283939,-1.678600,0.395388,32.96,0,EnergyAustralia,Utilities,
236810,0.553015,-0.934020,1.106486,0.307783,0.709879,0.481872,-0.373607,0.433547,0.830154,-1.389021,-0.352844,-0.203360,0.722683,-0.950807,1.264213,-1.146275,2.442609,-0.934451,-0.485009,0.854794,-1.312084,-2.273516,-1.233128,0.248646,-0.459219,-1.245228,1.659979,1.286755,119.16,0,7-Eleven Fuel,Travel,
237494,-0.018781,-0.753110,-0.121545,0.254395,1.176732,0.381872,-1.318422,-0.556235,0.236152,-1.172562,0.685644,0.111803,0.424614,0.617580,-1.892466,-0.337928,-0.237489,1.910684,-0.441882,1.418745,1.158733,0.387535,0.342368,0.942868,1.038480,-1.078174,-0.974024,0.637809,12.88,0,IGA,Food,Direct debit
238144,-1.253704,-0.675578,-0.264911,0.109546,0.382371,2.158351,1.421544,0.506184,-0.595031,-1.392059,0.406445,-0.594236,1.323095,0.510053,-0.005893,-0.519546,0.042209,-0.327385,-0.642877,0.256640,-0.443990,0.083881,-1.119914,1.904765,-0.187826,1.427582,0.249860,0.364733,8.52,0,Aldi,Food,
238236,0.935378,1.183549,-0.382476,-1.693809,-0.356090,-1.694134,0.734015,0.160849,-0.321227,0.241973,1.499525,-1.025464,-0.937418,-0.243983,-0.302454,-1.229346,0.610486,1.424387,0.360988,0.446904,1.322812,1.118372,0.933870,-0.529138,-1.513042,-0.906505,-0.865941,0.911225,1.90,0,Spotify,Entertainment,Online purchase
238430,0.194315,0.492632,1.090093,0.974856,-0.495491,0.570072,-1.996713,-0.165496,0.650234,0.878667,1.258066,0.140940,1.094438,0.948280,-1.125249,-0.976939,0.462870,0.094574,-0.432836,0.803543,0.856465,2.764494,-0.062386,-0.577928,0.233203,-0.651832,0.009821,-1.300176,3.65,0,Aldi,Food,
238592,0.961829,1.889617,-1.022091,2.037440,-0.064258,3.279973,0.732165,-1.318290,-0.221670,-0.128326,0.525323,0.263626,-0.426171,-0.857663,1.598728,0.993046,0.263277,-0.749235,0.008345,0.404383,0.229440,-0.080068,-1.414788,0.486357,0.745862,0.430661,0.497235,0.159486,33.29,0,RentPay AU,Rent,
238784,-0.502071,0.818386,1.721119,-1.289327,0.877261,0.748872,1.695430,0.170464,-0.637253,1.231499,-0.154284,1.001837,-0.155749,-0.736014,-0.870389,0.929625,-0.453109,-0.392502,0.358385,-1.861696,-0.955910,-2.123938,1.160302,0.483080,0.000404,0.030933,0.026144,-0.137045,5.65,0,Subway,Food,
239140,-0.626352,-0.279428,-0.434704,0.298798,-0.396054,-0.834671,1.274631,0.057777,-0.331532,1.243907,0.236917,1.217270,-0.396507,0.760723,0.293430,-0.920092,-0.521497,0.117619,1.735936,-0.037247,-0.519649,-0.349331,1.521447,-1.208610,0.384132,-1.548747,0.003497,0.302164,40.08,0,Booking.com,Travel,Online purchase
239285,-2.197033,-0.234910,0.378322,0.646525,1.550171,-1.055813,1.814369,-1.103557,0.267799,0.875372,-1.538999,1.022348,0.035952,-2.210665,-0.082586,0.877046,1.451580,-0.326924,1.056462,1.767898,0.926738,0.402436,-0.115743,-1.771840,-2.003045,0.544302,0.376846,-0.712009,5.35,0,Raiz,Investment,
239388,0.291621,1.296364,1.985014,-0.160524,-1.180892,-0.697752,-1.957330,-0.583346,0.593450,-0.254304,-0.033511,-0.098292,-0.131918,0.435383,-0.797212,0.015935,0.056462,-0.228419,-0.722176,1.547494,0.073815,-1.240256,0.225255,1.503037,-0.835155,0.760878,-0.498987,0.077873,132.75,0,KFC,Food,
239830,-1.233556,-2.284897,-0.930301,0.404310,-0.171024,-0.653211,-0.611236,0.282499,0.590508,0.044701,-1.631121,0.337230,0.241126,-0.501449,1.701301,-0.282345,1.603248,0.363584,-0.497473,-1.430892,-1.952604,-0.357097,-1.007489,1.564564,-0.676170,-0.064651,-0.040185,-1.078914,41.42,0,Officeworks,Other,Direct debit
241052,1.096684,-0.005704,-0.053473,-1.043433,1.616539,1.292544,1.764295,-1.362438,-0.530420,0.280551,0.541751,-0.841597,0.688882,-0.106017,-1.578710,1.547369,-1.834174,1.144146,-1.841756,0.639818,0.505345,-0.904255,0.262506,0.987056,-0.613784,-0.094624,0.491155,-0.198714,5.71,0,Guzman y Gomez,Food,Online purchase
241166,2.375179,-0.390928,0.402217,-0.383978,0.423598,-1.789899,-1.198352,1.259475,-0.218869,-0.100418,-0.491849,0.260070,0.493430,0.311439,-0.873963,1.934135,2.079634,-0.745555,0.632675,-0.229528,0.489510,-1.427233,-0.252443,1.077057,1.372584,-0.710836,-2.247724,0.274677,4.88,0,Domino's Pizza,Food,
241331,0.089065,-2.180633,0.555871,-1.030956,1.226948,-0.777294,-0.517517,0.231351,0.624887,0.415414,0.218100,-1.138789,-0.554088,0.639594,-2.358451,1.478838,0.252825,0.977387,-0.415126,0.028411,0.815336,0.551951,0.087463,0.903974,1.497243,0.408201,0.254459,0.503436,11.06,0,KFC,Food,Membership fee
241676,-0.409441,-0.175746,-0.162111,0.795320,-0.469870,-1.663643,-0.128867,-0.657221,-0.879757,0.041995,0.178800,-1.259573,0.672879,-1.366641,1.766877,-0.437010,-1.872016,-0.455161,-0.428968,0.988156,-0.210235,-0.108318,1.604053,0.555293,-1.447737,0.445207,0.914119,-0.080437,98.78,0,eBay AU,Other,POS terminal
241847,0.477117,0.456725,-0.694428,-1.080834,-0.285355,0.158773,0.308607,1.129800,-0.175074,0.339123,0.692443,0.765932,-0.546901,-0.240474,0.421981,0.144604,0.131906,1.461595,0.438733,0.360832,0.912854,-0.965590,-0.712997,0.699064,0.734848,-0.277714,0.297459,-0.020528,4.37,0,JB Hi-Fi,Other,
242583,0.574939,-1.513533,-0.986894,0.510586,1.209928,-2.473993,1.366835,1.709414,-0.907004,0.579018,0.029312,-2.359693,-2.029156,1.498145,-1.209995,-0.124645,-0.753207,-0.117206,-1.718477,-0.532396,-0.669074,-1.118792,0.519066,1.832058,0.545478,-0.691433,0.834595,-0.812323,3.13,0,Vodafone,Utilities,Card present
242647,-1.691011,1.576202,-0.414163,-1.678363,0.776880,0.690285,0.230941,0.303135,-0.117794,-0.036708,-0.823048,1.292489,0.460358,0.941163,0.058060,-0.336452,0.634316,-1.105014,-0.205680,-0.477333,-0.029730,-1.594153,0.585746,-0.946869,-0.382865,-0.188383,-0.463205,-0.674834,16.15,0,KFC,Food,
243220,-0.995861,-2.770832,-0.735361,1.362352,-0.451087,0.629793,-2.059625,1.005710,-0.320456,0.906262,-0.598874,0.296316,-0.010763,0.085779,-0.686544,0.113452,0.185124,-2.120526,0.885825,1.303350,-0.547374,-0.666368,0.152168,-1.134460,0.337974,-0.323656,3.909264,-0.348734,85.26,0,Priceline,Other,Recurring subscription
244497,1.773323,1.545853,0.352595,-0.034880,0.490885,0.473323,0.061810,-2.442682,-1.239805,-0.817567,-1.912117,2.134095,-1.959329,0.749463,-0.132683,1.759261,-0.841502,-0.312723,-0.207713,-0.867961,0.073996,0.748059,0.952522,-0.259694,-0.806760,-0.090141,-0.492261,0.300986,443.16,0,IGA,Food,Auto-renewal
244535,-0.876161,-0.032763,-0.015302,0.533640,-0.587867,-1.202537,1.152116,0.650573,1.201089,-0.840417,-1.153323,0.981083,0.317793,-0.695825,-1.214792,-0.168422,1.039840,1.396480,-2.352224,-0.814756,-0.329789,-0.029374,0.614004,0.214264,1.421801,0.072526,-0.570918,0.322662,107.24,0,BP Service Station,Travel,Online purchase
244559,0.997365,1.639936,0.481756,-0.268345,-0.646941,0.432355,1.181219,-2.130543,0.274388,0.247129,0.150450,-0.932445,0.389182,0.156909,0.515025,-0.031947,-0.190298,-0.086298,0.191347,-0.713239,-0.693920,-1.157503,-1.083159,-0.464036,-1.210823,0.716830,-0.300987,1.032189,10.49,0,Aldi,Food,POS terminal
244769,0.227514,-1.825784,-0.954171,0.777379,-1.450334,0.117825,1.085655,-1.200642,-0.017468,-0.625470,-1.379986,0.911661,1.196673,0.230119,2.272093,-0.813393,-0.075152,-1.211890,1.150876,-0.427349,0.781878,1.581041,0.586448,0.474418,0.881402,-0.299750,-0.220203,1.010546,43.64,0,Starbucks,Food,
245219,-0.244375,0.482547,0.226049,1.307168,0.208008,0.458266,0.240626,0.033415,0.755327,-0.153722,0.426851,-0.628964,-3.306969,-0.136597,0.311279,0.231782,2.792794,1.507060,-0.938510,-1.846331,0.254937,-0.261790,-0.966435,0.499880,0.981052,-0.297085,-0.855388,-0.521404,58.36,0,Spotify,Entertainment,Direct debit
246151,-0.372828,-2.481768,-0.542737,0.351730,0.189050,1.154618,-0.484577,-1.734929,-1.629144,-1.151633,-0.055856,1.833135,-1.391610,-0.020337,-0.535110,-0.419268,-0.701343,0.163031,1.049119,0.477826,-0.063015,0.602194,-0.579486,0.552085,1.171654,0.072597,1.569881,0.977301,10.57,0,Disney+,Entertainment,
246417,0.396561,0.145678,0.202716,1.142323,-0.614050,-0.372513,0.791083,0.246845,0.036443,0.658759,-1.101102,-0.726216,0.731397,0.262691,0.171258,-1.157406,-1.650088,0.059241,-1.019515,-1.576285,0.387056,0.015528,2.567646,0.280995,-0.004315,-1.307815,0.621983,-1.118196,16.97,0,Priceline,Other,POS terminal
246583,0.750162,-1.195585,-1.205902,-0.534440,-0.176665,1.181371,-0.410210,1.105471,-1.360519,0.955212,-1.108769,0.330943,-1.427176,-0.461503,-1.159029,-1.404779,-0.431620,-0.061116,-0.586185,-1.045608,0.100943,0.394059,1.245145,-0.213548,-2.121476,-0.945056,1.580141,-0.624651,6.03,0,Subway,Food,Auto-renewal
246632,0.712817,0.127684,-0.431044,0.946513,0.351456,-0.359110,0.495147,0.968934,-0.012913,0.671514,1.086833,0.976766,-1.527940,-0.191281,-1.225837,0.596782,-2.444412,-1.127854,0.261764,2.125469,2.028375,-0.172006,1.536600,-0.265652,0.812625,-0.928282,-1.727854,-0.104844,10.27,0,Subway,Food,
246826,0.659952,0.585426,-0.458139,-0.994328,1.057955,-1.446277,-0.646195,-1.143394,-0.761198,-0.825270,1.128418,-0.063364,1.263420,-0.051928,-0.358673,-0.602717,-0.553174,-0.812967,1.808102,0.433673,-0.043190,0.648143,1.067351,1.451055,0.385293,0.429543,-0.360852,1.550764,7.57,0,Translink,Travel,
247067,-1.546823,-0.940001,0.346031,-0.640618,1.009313,-0.334599,2.135230,0.015869,-0.208848,0.101347,-0.218101,-0.319956,-0.365968,-0.112277,0.995137,-0.992524,0.217892,-1.329865,-1.329318,-0.176638,-0.527294,-0.171961,1.028770,0.191599,0.613175,-0.305318,-1.747761,-0.345785,47.50,0,Apple TV+,Entertainment,Direct debit
247151,0.588130,0.671260,-2.366069,-1.765732,0.511108,0.598721,-0.239462,0.623375,-2.185698,-1.784646,0.742798,0.454604,-1.259313,-0.462138,1.952341,0.342989,-0.015954,1.491271,1.503035,2.029230,-0.132550,0.481002,-1.159298,-0.386289,-0.117518,-0.393826,1.046166,0.731144,14.95,0,Airbnb,Travel,Direct debit
247776,-0.321254,-1.436925,0.341861,-1.913334,1.248554,-0.391408,-0.492435,0.649539,-0.892161,1.096686,1.873529,-1.872575,-1.022170,-1.781350,0.165888,0.189970,0.119569,0.735143,-0.588775,0.841763,1.716381,-0.442661,1.585755,0.332884,0.322573,0.602531,-1.692159,1.032355,15.67,0,Steam,Entertainment,
248124,1.087743,1.034572,-0.506000,-0.839037,-0.419207,0.498946,0.051361,-1.447141,0.074531,-0.213973,-1.025168,-1.384620,2.232330,-0.560016,-0.153154,0.700009,-1.483408,0.535659,0.325617,-0.367593,0.444405,-1.060872,-0.110705,0.365766,-0.491223,-0.359283,0.259161,0.668971,37.92,0,Qantas,Travel,Online purchase
248221,-0.246585,-0.905168,1.483952,-0.237980,0.402648,0.354929,0.624333,-0.033502,1.189535,-0.742825,-1.316769,-0.788878,-0.388463,0.061810,-2.579915,-0.184171,-1.162940,-0.398138,-1.659970,-0.561159,-0.808779,-0.302216,0.884114,-1.008066,0.793733,-0.601416,0.902654,-0.443323,3.89,1,Online Store,Other,Manual review
250447,0.602425,-0.477430,-0.121013,-1.028507,-0.848623,0.244594,0.877162,0.444866,-1.552441,-0.229618,-0.039878,-0.735411,-0.201437,0.623754,-0.221292,-1.269414,0.462575,1.622561,-1.729086,-3.070925,0.044557,-1.927881,-0.345048,0.366646,1.366636,-0.968854,-0.159598,1.792628,109.90,0,Big W,Other,
250842,-1.184089,0.596124,0.882805,-1.689678,2.771378,0.218100,1.239519,-0.459022,-0.016290,-0.134235,-0.047519,-1.478032,-0.604279,0.982033,-0.636308,0.202343,1.778727,-0.535472,-1.352393,-0.012135,1.890372,-0.475206,0.651524,0.079606,0.384161,-0.487600,-1.412130,1.522991,48.30,0,Spotify,Entertainment,Auto-renewal
251633,1.814761,0.889551,-1.379852,1.043291,0.573647,-0.070694,2.301715,0.420049,-2.061463,-1.159079,-1.202045,-1.232111,-0.601868,-0.668419,0.562065,-0.466645,0.660726,0.128158,-0.327601,1.398993,-0.132625,0.188357,1.260931,-1.134820,-1.364583,0.660058,-0.405047,0.240134,37.37,0,Starbucks,Food,Online purchase
251897,-1.648402,-0.514007,-0.811077,-0.549847,0.776431,1.173134,0.152689,-0.079138,0.397639,-1.265023,0.261595,-1.428121,0.606045,0.370802,0.524510,-0.407888,0.038034,0.283218,-0.802822,1.503706,-1.660570,0.295575,-1.473581,-0.699518,1.436089,-0.658012,0.819823,0.285709,95.41,0,Steam,Entertainment,Online purchase
252005,0.711787,1.609171,0.345656,-1.493191,1.897538,0.341242,0.108308,0.628094,-1.475167,-1.164741,1.230127,-1.620726,1.029311,1.790964,0.146646,0.034261,0.579733,-1.237151,0.244689,-0.463518,0.656438,-0.358594,1.173193,0.317146,0.151531,-0.433037,1.186272,-0.049537,27.76,0,Netflix,Entertainment,
252259,-1.083486,-0.911858,-0.355232,-0.502582,-1.436915,1.301592,-1.111308,0.214188,-0.135368,-1.614502,1.416343,0.223151,0.455329,0.029125,0.798498,0.817970,-1.197817,0.628661,-0.015799,-1.421814,-0.186158,-1.447731,0.236808,0.251700,-1.230914,0.380951,1.132895,0.498059,5.59,0,Apple TV+,Entertainment,Auto-renewal
252371,-0.402098,0.254434,-0.353997,-0.492858,-2.222161,0.026221,0.454493,-1.333233,0.601154,0.518021,1.942929,-1.777130,0.204449,1.050364,0.554654,-1.259041,-0.090073,-0.084058,1.274670,-0.120459,-1.726985,-0.062586,-0.959988,1.687682,-1.617574,0.233857,1.384294,0.795227,23.41,0,Kmart,Other,In-store payment
253198,-1.679631,-0.987993,-1.069034,-0.987148,1.942905,0.221723,0.440725,1.491405,-1.151605,-0.992299,0.097575,-0.446720,0.679316,-0.197709,-0.677192,-0.059770,1.404743,-1.705602,0.701219,0.551581,0.618536,-1.214196,0.565508,1.278161,0.441628,-0.119143,-0.780193,-0.554410,76.11,0,Big W,Other,
253814,-2.111632,-1.436833,0.764223,-0.518982,-0.646273,1.075463,1.752181,0.568300,0.632285,-2.364573,-0.435123,2.000501,1.216369,2.110485,-1.371809,-2.605665,-0.836275,0.230122,-0.117330,-0.687044,0.031432,1.141849,0.190859,0.525524,-0.329946,0.594504,0.073143,0.323156,41.47,0,Spotify,Entertainment,
256537,0.873739,1.674436,-0.545013,1.884125,-0.712102,0.128659,0.140541,1.042921,-0.261086,-0.281805,-1.337953,1.869328,-1.755318,-1.771456,0.013122,1.396596,0.667088,-0.621417,0.665925,0.149921,-0.087832,-1.201242,-0.367429,-1.992448,-0.510574,-1.275709,-0.569462,0.078950,28.55,0,Virgin Australia,Travel,
257148,-0.735861,0.054243,-0.343247,0.426161,0.317548,0.301513,-0.887758,-0.631314,0.722065,0.367562,1.021148,0.747552,-0.269384,0.115147,-0.981029,0.016993,0.466019,-0.125880,-0.068239,1.354081,0.903842,-1.002863,-0.336786,-0.628313,0.549441,0.882622,-0.036865,-2.180343,14.02,0,Woolworths,Food,
258570,1.288226,0.581709,-0.945336,-0.629561,0.537043,0.393517,-0.256277,-0.108719,-1.402650,-0.977772,0.452224,-0.772209,0.131678,0.555797,-2.133400,0.164552,0.324289,-1.927324,-0.764505,-1.198806,0.639206,2.009314,0.459425,0.404908,1.403782,-1.449607,-0.392947,-1.040829,15.09,0,Coles,Food,
259199,0.572894,-0.228061,-0.914392,-0.657820,0.410306,0.651895,0.277167,-0.224784,0.426540,0.280234,-0.621672,-0.720626,-0.926745,-1.134455,-0.990909,-2.309695,-2.678700,0.691064,1.166866,-0.418161,-1.835402,-1.075399,1.481085,-2.073743,0.583427,0.810944,2.127266,-0.037784,5.41,0,Shell,Travel,
260087,-0.720976,-0.409321,0.136587,-0.909177,1.955113,-1.142797,0.049080,-1.673942,0.737545,2.238559,-0.565795,1.993974,0.247464,0.396881,-0.688258,1.749619,0.603264,1.514867,1.542825,0.489923,-0.436070,-0.211246,1.793049,0.091009,-0.797961,0.624966,0.240387,-0.224477,7.10,0,Hungry Jack's,Food,Card present
261059,2.007163,2.353970,-0.656013,0.860579,-0.288482,-0.336189,-1.240994,-0.591448,-0.063064,0.322581,-0.416634,0.001547,0.787808,0.834360,0.484927,-0.449310,0.893917,-0.367689,-1.087643,-1.356556,-0.091647,0.153431,0.824454,0.506875,1.628188,-0.275744,0.055903,0.585971,27.48,0,Virgin Australia,Travel,
261090,-0.135591,1.211802,0.290910,-2.700350,1.652160,0.952802,-0.438848,-1.846510,-1.629051,-0.191079,-0.134994,-0.315196,1.229948,0.228014,0.430976,0.728364,0.319735,-0.531755,1.605077,-0.324680,1.188279,0.501110,2.059171,-0.531811,0.021770,-1.007376,1.325193,0.703704,13.37,0,Telstra,Utilities,Recurring subscription
261521,0.605488,0.364565,1.174971,0.208886,-0.411221,2.024124,1.202580,0.037496,1.824399,-0.091419,-1.206506,0.152984,-0.321136,0.252025,-0.163264,-0.047042,-1.105610,0.767223,-0.061251,0.019909,-0.367728,0.257562,0.714327,0.113720,-1.667524,1.920572,-0.047140,-0.159312,10.97,0,Starbucks,Food,
261548,-1.545860,-0.447658,-1.393668,0.959343,-0.611263,-0.263803,0.223103,0.203525,-2.336824,-1.757343,0.888068,0.336908,-0.285945,0.324601,1.173510,2.453243,-0.052971,-1.177668,-1.625865,-0.912320,0.050123,-1.063185,-0.156071,-0.483588,-1.169779,1.446935,-1.239669,0.470413,31.64,0,Origin Energy,Utilities,Auto-renewal
261922,-0.674263,-0.055114,1.286863,-1.260421,0.134906,-1.894931,-0.039668,0.440576,-0.223502,-0.941598,0.843919,-0.824657,1.492677,-0.710120,-0.081247,-1.119073,-0.681205,0.524073,-0.178521,-0.320056,-0.384405,1.208222,-0.942131,-0.888773,-0.347388,1.025274,0.205351,0.986602,11.77,0,Vodafone,Utilities,
262569,0.758685,0.074479,0.243781,-0.367820,-0.831181,1.200388,-0.529909,0.665310,0.348230,-1.852856,-1.172236,-1.352729,1.790621,0.112657,-0.910371,0.298567,0.577076,-1.151337,0.918354,-0.718122,-1.646450,0.189887,0.754710,-0.883470,-0.264634,-0.703505,0.970225,-1.995044,8.94,0,Sydney Water,Utilities,
262878,1.355989,1.325187,-1.158329,-1.681324,-0.163938,0.040026,-0.518098,0.977571,0.469232,-0.950494,-0.755165,0.580765,0.633233,-0.492810,-0.138166,1.074740,1.306395,-0.320789,2.221885,-0.833589,-0.687835,-1.331909,-1.351765,0.411785,-0.162229,0.273666,-0.740675,1.363234,13.78,0,Starbucks,Food,
262923,-0.016626,-0.879655,0.106266,-1.260873,0.402212,0.360567,-1.234664,-0.554622,1.478758,-0.944816,-0.109964,0.581727,1.823112,-0.617994,0.811502,-1.156550,0.868713,0.347347,-1.984811,1.447615,0.991668,0.605861,0.506735,0.670987,-0.762395,1.098416,-0.344307,0.539590,42.78,0,Ticketmaster,Entertainment,
263189,-1.006637,-0.304436,-0.504796,0.058716,1.512513,0.035393,0.642142,0.295196,1.567531,0.269574,0.765003,-0.737213,-0.949042,1.199413,0.209300,0.473425,0.418836,0.834933,-1.365585,-0.244901,0.261867,2.275362,-1.663009,1.902595,-0.387534,1.076549,-0.776282,0.093368,84.09,0,Hertz,Travel,Card present
263824,0.045565,-0.918443,-0.166803,0.484469,0.682618,0.527127,-0.583517,-2.060563,0.506676,0.705415,-1.246862,0.619590,-0.109439,-0.685761,0.189939,0.189629,0.250718,2.004307,1.604916,-1.856714,0.345332,0.364221,1.091185,-0.814489,-1.159289,1.053634,-1.818472,0.616312,59.23,0,Domino's Pizza,Food,POS terminal
266990,-0.515274,1.189333,0.413956,0.544399,-1.034390,-2.033835,-0.360102,0.314544,-1.211801,-1.065107,0.674942,-0.023214,-1.987395,-3.026353,0.424397,0.592918,0.662807,0.997619,-0.601122,1.290502,-1.437057,-0.812735,-0.076528,1.306994,-0.790966,0.996780,-2.233018,-0.287515,16.27,0,Uber,Travel,Direct debit
267368,0.132417,-1.305727,-2.060351,-0.328568,0.220283,3.100690,-1.085118,-0.314557,-2.091594,0.612477,-0.452577,-1.186071,0.193898,-0.027031,-0.078348,0.570878,-0.484436,2.136005,0.624788,0.827792,-1.848246,-1.738926,-0.479391,0.633873,0.553684,-0.422044,2.079185,-0.575802,14.15,0,Hoyts,Entertainment,
267907,1.495751,1.952681,-1.021931,0.202512,-1.270207,0.125327,-0.064430,0.325699,0.489952,0.038480,0.771273,0.036890,-0.475915,0.133467,1.504325,0.368394,0.208760,-0.649683,-0.121234,0.118161,0.816242,0.918234,0.018498,-0.914571,-0.201144,0.448717,-0.466116,-0.999079,10.35,0,Spaceship Voyager,Investment,POS terminal
271152,-0.233124,-1.311271,0.729276,-0.455444,0.247448,1.137342,-0.204911,-1.319430,-0.260260,0.450426,0.133470,0.219899,-0.067943,-0.167538,0.301319,2.109657,-0.108544,1.207465,0.048902,0.580112,-0.263013,-0.485023,-0.598211,-0.181486,-0.060610,0.095755,-1.312832,-1.338870,6.02,0,Event Cinemas,Entertainment,
272213,0.382065,-0.591798,-0.399200,0.484988,0.284613,-0.688317,-0.137337,1.369087,-0.965567,0.528926,0.817599,-1.130761,1.054116,-1.091453,-1.588286,-2.761859,-1.247433,0.886036,0.309074,-0.330704,-0.077910,1.158436,-0.206455,0.128154,0.421814,-2.341720,-0.304753,0.122056,24.03,0,Booking.com,Travel,Direct debit
272573,-0.707953,1.232358,0.311380,-0.667250,-1.328863,0.112003,1.790664,-1.274300,1.420088,1.771766,0.489623,-1.904514,1.495498,-1.021086,1.246758,-1.441974,-1.004812,0.330798,-0.715687,-0.484760,-1.205850,0.125995,0.118403,-0.085100,1.589363,-0.265606,-1.996731,-1.281490,42.23,0,Vodafone,Utilities,Auto-renewal
273043,-0.123303,-0.323391,0.273109,0.070584,-1.726871,1.284181,-1.127881,-0.003577,1.843619,1.560510,0.142147,0.557092,-0.118509,-0.479958,0.557363,-0.224143,0.546895,1.519469,1.205664,-0.614934,-1.430818,-2.295766,0.898313,-1.282563,-0.930530,-0.267495,0.774737,-1.044687,11.22,0,Grill'd,Food,In-store payment
274752,0.471096,1.201209,-0.722897,-0.713245,-0.946920,-0.336964,-0.687498,-0.590259,1.695644,-1.161955,1.169567,-1.320474,0.856084,-1.009749,-0.439912,-1.988685,-0.397131,-1.304296,-2.307175,0.033214,-1.294913,0.246869,-0.152341,0.679206,-1.419605,0.608041,-0.452396,-0.849308,2.06,0,Grill'd,Food,
